,val_acc,val_loss
0,0.3533613419301119,1.609212943485805
1,0.3533613419301119,1.6089893864984273
2,0.3535714263894728,1.6087661986591435
3,0.3535714263894728,1.6085434876570182
4,0.3535714263894728,1.6083208277445882
5,0.3539915942516522,1.6080987167959453
6,0.3539915942516522,1.607876941436479
7,0.3539915942516522,1.6076555808051294
8,0.3539915942516522,1.607435002046473
9,0.3539915942516522,1.6072141277689893
10,0.3539915942516522,1.606993755873512
11,0.3539915942516522,1.6067742690318774
12,0.3539915942516522,1.6065548943872212
13,0.3539915942516522,1.6063361839086068
14,0.3539915942516522,1.6061176271999584
15,0.3539915942516522,1.6058992427938126
16,0.3539915942516522,1.605681561622299
17,0.3539915942516522,1.6054643392562866
18,0.3539915942516522,1.605247858692618
19,0.3539915942516522,1.605031223858104
20,0.3539915942516522,1.6048152401667684
21,0.3539915942516522,1.604599348136357
22,0.3539915942516522,1.6043836945245247
23,0.3539915942516522,1.6041689685412817
24,0.3539915942516522,1.6039543692805187
25,0.3539915942516522,1.6037402368393265
26,0.3539915942516522,1.6035263017446053
27,0.3539915942516522,1.6033126331177079
28,0.3539915942516522,1.603099439324451
29,0.3539915942516522,1.6028870439329068
30,0.3539915942516522,1.6026744046131103
31,0.3539915942516522,1.6024621995557256
32,0.3539915942516522,1.60225090659967
33,0.3537815102227345,1.602039541016106
34,0.3537815102227345,1.601828970828978
35,0.35399159405599623,1.6016186165208577
36,0.35399159405599623,1.6014082942690169
37,0.35399159405599623,1.6011987704188884
38,0.35399159405599623,1.600989380303551
39,0.35399159405599623,1.600780285707041
40,0.35399159405599623,1.6005716629388953
41,0.35399159405599623,1.600363666770839
42,0.35399159405599623,1.6001559891620605
43,0.35399159405599623,1.5999486917207222
44,0.35399159405599623,1.5997412830841642
45,0.35399159405599623,1.5995344123920472
46,0.35399159405599623,1.599328125224394
47,0.35399159405599623,1.5991225007201444
48,0.35399159405599623,1.5989167044142716
49,0.35399159405599623,1.5987115357102466
